comment_id,text,text_clean,text_filtered,tokens
889,Because its prayer hands. High Five would look different.,because its prayer hands high five would look different,prayer hands high five would look different,"['prayer', 'hands', 'high', 'five', 'would', 'look', 'different']"
890,Man my brain went numb i miss my android device but this feature oh my god I’m starting to get in love,man my brain went numb i miss my android device but this feature oh my god im starting to get in love,man brain went numb miss android device feature oh god im starting get love,"['man', 'brain', 'went', 'numb', 'miss', 'android', 'device', 'feature', 'oh', 'god', 'im', 'starting', 'get', 'love']"
891,"that's how the tech industry works, and it's why we have such a great range of amazing choices to choose from. 10/10, highly recommend his business model",that s how the tech industry works and it s why we have such a great range of amazing choices to choose from highly recommend his business model,tech industry works great range amazing choices choose highly recommend business model,"['tech', 'industry', 'works', 'great', 'range', 'amazing', 'choices', 'choose', 'highly', 'recommend', 'business', 'model']"
892, @SaladTosser9k  yesss because in the end both are better because of this!,yesss because in the end both are better because of this,yesss end better,"['yesss', 'end', 'better']"
893,Fair fair,fair fair,fair fair,"['fair', 'fair']"
894,"Dunno about that, most androids have a dedicated back button instead of a back button that depends on the app",dunno about that most androids have a dedicated back button instead of a back button that depends on the app,dunno androids dedicated back button instead back button depends app,"['dunno', 'androids', 'dedicated', 'back', 'button', 'instead', 'back', 'button', 'depends', 'app']"
895," @745morning  I am quite sure that you haven't dig into IOS yet, coz right now the gesture which android uses to go back which so called swipe right to go back is actually the copy of IOS gesture. You don't need to rely on any app for IOS to go back, you just have to swipe right from the left to go back irrespective of whatever the screen you are on. This gesture is present on IOS from quite a long time before android even introduced it.",i am quite sure that you haven t dig into ios yet coz right now the gesture which android uses to go back which so called swipe right to go back is actually the copy of ios gesture you don t need to rely on any app for ios to go back you just have to swipe right from the left to go back irrespective of whatever the screen you are on this gesture is present on ios from quite a long time before android even introduced it,quite sure dig ios yet coz right gesture android uses go back called swipe right go back actually copy ios gesture need rely app ios go back swipe right left go back irrespective whatever screen gesture present ios quite long time android even introduced,"['quite', 'sure', 'dig', 'ios', 'yet', 'coz', 'right', 'gesture', 'android', 'uses', 'go', 'back', 'called', 'swipe', 'right', 'go', 'back', 'actually', 'copy', 'ios', 'gesture', 'need', 'rely', 'app', 'ios', 'go', 'back', 'swipe', 'right', 'left', 'go', 'back', 'irrespective', 'whatever', 'screen', 'gesture', 'present', 'ios', 'quite', 'long', 'time', 'android', 'even', 'introduced']"
896, @745morning  that's old story. Gesture controls are better. Theres a gesture to trigger one hand mode on my phone and go back. I believe it works same in iPhone as well.,that s old story gesture controls are better theres a gesture to trigger one hand mode on my phone and go back i believe it works same in iphone as well,old story gesture controls better theres gesture trigger one hand mode phone go back believe works iphone well,"['old', 'story', 'gesture', 'controls', 'better', 'theres', 'gesture', 'trigger', 'one', 'hand', 'mode', 'phone', 'go', 'back', 'believe', 'works', 'iphone', 'well']"
897,"bustdown_brandoon 

Bro. Swipe upwards to access the whatever that menu it’s called, swipe up even more to return to home screen. Android took that from iOS. The three button navigating is the old way. Using gestures is the new way.",bustdown brandoon bro swipe upwards to access the whatever that menu its called swipe up even more to return to home screen android took that from ios the three button navigating is the old way using gestures is the new way,bustdown brandoon bro swipe upwards access whatever menu called swipe even return home screen android took ios three button navigating old way using gestures new way,"['bustdown', 'brandoon', 'bro', 'swipe', 'upwards', 'access', 'whatever', 'menu', 'called', 'swipe', 'even', 'return', 'home', 'screen', 'android', 'took', 'ios', 'three', 'button', 'navigating', 'old', 'way', 'using', 'gestures', 'new', 'way']"
898,I remember Quinn from Snazzy Labs made a video recapping Windows phone a few years back. He liked it.,i remember quinn from snazzy labs made a video recapping windows phone a few years back he liked it,remember quinn snazzy labs made video recapping windows phone years back liked,"['remember', 'quinn', 'snazzy', 'labs', 'made', 'video', 'recapping', 'windows', 'phone', 'years', 'back', 'liked']"
899," @abubakrakram6208  can you share the link, I wouldn't mind going down the nostalgia road. I could just search for it but oh well.",can you share the link i wouldn t mind going down the nostalgia road i could just search for it but oh well,share link mind going nostalgia road could search oh well,"['share', 'link', 'mind', 'going', 'nostalgia', 'road', 'could', 'search', 'oh', 'well']"
900,"Widgets came before Android.
It's more like folders than tiles.",widgets came before android it s more like folders than tiles,widgets came android like folders tiles,"['widgets', 'came', 'android', 'like', 'folders', 'tiles']"
901,also that vertical app list which is again used in Windows phone,also that vertical app list which is again used in windows phone,also vertical app list used windows phone,"['also', 'vertical', 'app', 'list', 'used', 'windows', 'phone']"
902,"Ahh the best part, everything apple “copies” they do 10x better cough dark mode cough oh and don’t forget cough privacy cough",ahh the best part everything apple copies they do x better cough dark mode cough oh and dont forget cough privacy cough,ahh best part everything apple copies better cough dark mode cough oh dont forget cough privacy cough,"['ahh', 'best', 'part', 'everything', 'apple', 'copies', 'better', 'cough', 'dark', 'mode', 'cough', 'oh', 'dont', 'forget', 'cough', 'privacy', 'cough']"
903,"They missed the Widget Carousal being Slideshow type, like in Windows Tiles. an iOS user but Gosh! I still miss my Lumia 720.",they missed the widget carousal being slideshow type like in windows tiles an ios user but gosh i still miss my lumia,missed widget carousal slideshow type like windows tiles ios user gosh still miss lumia,"['missed', 'widget', 'carousal', 'slideshow', 'type', 'like', 'windows', 'tiles', 'ios', 'user', 'gosh', 'still', 'miss', 'lumia']"
904,Widgets are so old that tiles were based off of widgets,widgets are so old that tiles were based off of widgets,widgets old tiles based widgets,"['widgets', 'old', 'tiles', 'based', 'widgets']"
905,"Ios copies android, android copies ios.
So is anyone trying?",ios copies android android copies ios so is anyone trying,ios copies android android copies ios anyone trying,"['ios', 'copies', 'android', 'android', 'copies', 'ios', 'anyone', 'trying']"
906,"THANK YOU!

also.. Android copied Dark Mode for Windows Phone",thank you also android copied dark mode for windows phone,thank also android copied dark mode windows phone,"['thank', 'also', 'android', 'copied', 'dark', 'mode', 'windows', 'phone']"
907,@Lucas Zhu Well.. Android copied homescreen widgets from various other mobile OS that had it before Android and iOS was made. And now about 15years later iOS does the same.,zhu well android copied homescreen widgets from various other mobile os that had it before android and ios was made and now about years later ios does the same,zhu well android copied homescreen widgets various mobile android ios made years later ios,"['zhu', 'well', 'android', 'copied', 'homescreen', 'widgets', 'various', 'mobile', 'android', 'ios', 'made', 'years', 'later', 'ios']"
908,Apple basically copies everything from android,apple basically copies everything from android,apple basically copies everything android,"['apple', 'basically', 'copies', 'everything', 'android']"
909,samsung always copies apple💀,samsung always copies apple,samsung always copies apple,"['samsung', 'always', 'copies', 'apple']"
910,"Yeah! Tiles, not android widgets. At least windows Mobile DNA is being incorporated into this new update. In the verge’s iOS 14 hands on video, the presenter also mentioned windows mobile tiles.",yeah tiles not android widgets at least windows mobile dna is being incorporated into this new update in the verges ios hands on video the presenter also mentioned windows mobile tiles,yeah tiles android widgets least windows mobile dna incorporated new update verges ios hands video presenter also mentioned windows mobile tiles,"['yeah', 'tiles', 'android', 'widgets', 'least', 'windows', 'mobile', 'dna', 'incorporated', 'new', 'update', 'verges', 'ios', 'hands', 'video', 'presenter', 'also', 'mentioned', 'windows', 'mobile', 'tiles']"
